"fact_review_id","bank_id","branch_id","location_id","sentiment_id","review_text","relative_topic","topic_meaning","rating","review_date","language","bank_name","branch_name","location","sentiment_label"
"1333","1","110","64","1","la fenêtre est souvent vide ou hors service",0,"Qualité du service et relation client",2,"2025-03-27 00:00:00","fr","CIH Bank","CIH Rue Ourika Hay Nahda Lot N°469, Rabat 10000 ","Rue Ourika Hay Nahda Lot N°469, Rabat 10000 ","Negative"
"1334","1","30","50","1","expérience très décevante dans cette agence mon rendezvous pour la clôture de mon compte a été reporté plusieurs fois sans explication claire de plus laccueil a été particulièrement désagréable  la conseillère sest montrée hautaine et peu professionnelle un manque total de considération pour les clients à éviter 
dailleurs cest pour ce manquement de professionnalisme que je change de banque",4,"Qualité du service et relation client",1,"2025-04-27 00:00:00","fr","CIH Bank","CIH Bank 89 Boulevard de la Résistance Lotiss, Mohammedia 28800 ","89 Boulevard de la Résistance Lotiss, Mohammedia 28800 ","Negative"
"1335","1","1","91","1","manque de professionnalisme pas de respect",0,"Qualité du service et relation client",1,"2024-05-27 00:00:00","fr","CIH Bank","CIH Bank Lotisst Iskane, Av. des Oudayas, Rabat 10000 ","Lotisst Iskane, Av. des Oudayas, Rabat 10000 ","Negative"
"1336","1","42","110","1","accueillir
nous sommes désolés de navoir pas pu répondre à vos attentes
nous vous invitons à nous contacter au 4747 ou à reclamationsclientscihbankma nous ferons de notre mieux pour vous offrir un meilleur service",2,"Qualité du service et relation client",1,"2024-05-27 00:00:00","fr","CIH Bank","Banque CIH Immeuble A, Rue de Youssef Ben Tachfine Projet Central Park, Mohammédia 28800 ","Immeuble A, Rue de Youssef Ben Tachfine Projet Central Park, Mohammédia 28800 ","Negative"
"1337","1","104","85","1","services de qualité inférieure notamment pour lemployé chargé de recevoir les fonds
je me demande comment une banque peut employer une telle personne qui ne connaît même pas lart de rire face aux clients comme si elle travaillait  à merveille 
je le jure devant dieu je nai jamais vu un employé comme celuici dans une autre banque",1,"Autre sujet bancaire",1,"2020-05-27 00:00:00","fr","CIH Bank","Cih Bank Marjane Residence Abbassid, Route Agouray, Meknès 50000 ","Residence Abbassid, Route Agouray, Meknès 50000 ","Negative"
"1338","1","93","55","1","mauvaise service",0,"Qualité du service et relation client",1,"2024-06-27 00:00:00","fr","CIH Bank","Guichet CiH 7C54+2M5, Kénitra ","7C54+2M5, Kénitra ","Negative"
"1339","1","45","15","2","la meilleure banque du monde hahaha",1,"Autre sujet bancaire",5,"2022-05-27 00:00:00","fr","CIH Bank","CIH Bank P3011 Route 109 Residence Soltane Magazin, Bouskoura 27182 ","P3011 Route 109 Residence Soltane Magazin, Bouskoura 27182 ","Positive"
"1340","1","91","65","1","problèmes de connexion au quotidien",0,"Qualité du service et relation client",2,"2023-05-27 00:00:00","fr","CIH Bank","CIH Bank Rue de Goulmima Amperes, S.belyout, Casablanca 20000 ","Rue de Goulmima Amperes, S.belyout, Casablanca 20000 ","Negative"
"1341","1","39","31","2","cest une bonne plice un bon service",0,"Qualité du service et relation client",5,"2024-07-27 00:00:00","fr","CIH Bank","CIH Bank, Agence Marrakech, Hassan II. 8 Av. Hassan II, Marrakech 40000 ","8 Av. Hassan II, Marrakech 40000 ","Positive"
"1342","1","40","32","2","bonne ambiance et service rapide",0,"Qualité du service et relation client",4,"2025-01-27 00:00:00","fr","CIH Bank","CIH Bank - Agence Daoudiate شارع فلسطين, Marrakech 40000 ","شارع فلسطين, Marrakech 40000 ","Positive"
"1343","1","99","12","3","un seul guichet longue attente en plus de lemployé du gauchet qui est vulgaire avec les clients",3,"Frais bancaires et gestion des comptes",1,"2025-02-27 00:00:00","fr","CIH Bank","CIH BANK Av. Mohamed V, Salé ","Av. Mohamed V, Salé ","Neutral"
"1344","1","21","18","1","pas du tout professionnel",0,"Qualité du service et relation client",1,"2020-05-27 00:00:00","fr","CIH Bank","CIH Bank - Agence Allal Fassi Bd Allal Al Fassi Lotissement Hamza Lot Nâ°42, 40000 ","Bd Allal Al Fassi Lotissement Hamza Lot Nâ°42, 40000 ","Negative"
"1345","1","105","126","1","zéro service une agence désagréable aucun professionnalisme",0,"Qualité du service et relation client",1,"2025-03-27 00:00:00","fr","CIH Bank","CIH Bank MJVM+F7J, El-Hajeb ","MJVM+F7J, El-Hajeb ","Negative"
"1346","1","10","116","1","mauvaise expérience je ne recommande absolument pas",0,"Qualité du service et relation client",1,"2023-05-27 00:00:00","fr","CIH Bank","CIH Banque Hay Salam 79 Avenue Abderrahim Bouabid, Av. Al Andalous, Salé 11000 ","79 Avenue Abderrahim Bouabid, Av. Al Andalous, Salé 11000 ","Negative"
"1347","1","51","67","1","ils prennent beaucoup trop de temps le personnel ici est horrible",0,"Qualité du service et relation client",1,"2020-05-27 00:00:00","fr","CIH Bank","CIH Bank - Agence Kenitra Avenue Mohamed V Immeuble Hraga, Kénitra 14010 ","Avenue Mohamed V Immeuble Hraga, Kénitra 14010 ","Negative"
"1348","9","92","22","2","équipe intégrée service au top je ne peux que remercier toute léquipe dirigée par si sufyan le directeur de lagence tous mes meilleurs vœux de réussite et de continuité",0,"Qualité du service et relation client",5,"2024-05-21 00:00:00","fr","Bank Assafa","Bank Assafa Agadir - Rue de Marrakech Prés du laboratoire Tantaoui, Rue de Marrakech, Agadir 80000 ","Prés du laboratoire Tantaoui, Rue de Marrakech, Agadir 80000 ","Positive"
"1349","1","51","67","2","accueillir
merci davoir partagé votre avis
nous serons heureux de vous accueillir dans nos agences",0,"Qualité du service et relation client",5,"2023-05-27 00:00:00","fr","CIH Bank","CIH Bank - Agence Kenitra Avenue Mohamed V Immeuble Hraga, Kénitra 14010 ","Avenue Mohamed V Immeuble Hraga, Kénitra 14010 ","Positive"
"1359","1","2","2","1","vraiment un service médiocre
le personnel est souvent malade surtout le vendredi même personne malade presque 3 vendredi dans l espace de 12 mois 
une seule personne qui s occupe des clients
vous retournez à les consulter car leur service online ne fonctionne pas normalement
optez pour une autre banque de calibre et de bon service",4,"Qualité du service et relation client",1,"2020-05-27 00:00:00","fr","CIH Bank","CIH Bank PJ25+C65، ANGLE RUE CHENGUITE ET RUE EL GHARB, Mohammedia ","PJ25+C65، ANGLE RUE CHENGUITE ET RUE EL GHARB, Mohammedia ","Negative"
"1360","1","69","123","2","un grand merci à monsieur mechchate directeur de lagence pour sa réactivité et son professionnalisme",1,"Autre sujet bancaire",5,"2024-12-27 00:00:00","fr","CIH Bank","CIH Bank Boulevard Omar Al Khiam, Boulevard Atlas, Casablanca 20000 ","Boulevard Omar Al Khiam, Boulevard Atlas, Casablanca 20000 ","Positive"
"1361","1","26","25","1","accueillir
nous sommes désolés de navoir pas pu répondre à vos attentes
nous vous invitons à nous contacter au 4747 ou à reclamationsclientscihbankma nous ferons de notre mieux pour vous offrir un meilleur service",2,"Qualité du service et relation client",3,"2024-10-27 00:00:00","fr","CIH Bank","CIH BANK, Agence BOUZNIKA. Bd Bir Anzarane, Bouznika 13100 ","Bd Bir Anzarane, Bouznika 13100 ","Negative"
"1362","1","117","24","2","chaque vendredi laprèsmidi lagent de sécurité annonce quil ny a plus de connexion",1,"Autre sujet bancaire",1,"2023-05-27 00:00:00","fr","CIH Bank","CIH Bank 6 Bd el Qods, Resi.ibn Yassine, Casablanca 20000 ","6 Bd el Qods, Resi.ibn Yassine, Casablanca 20000 ","Positive"
"1363","1","54","104","1","lagence la plus médiocre de toutes les agences agents non compétants mauvais accueil pannes presque tous les joursagents pas au niveau on dirait quon leur demande la charitéabsence des agents sans remplacementjai donné une seule étoile car y a pas au dessous sinon je donnerai un double 00 je changerai dès que je pourrai",1,"Autre sujet bancaire",1,"2025-02-27 00:00:00","fr","CIH Bank","CIH MARRAKECH HXP4+Q56, Av. Imam Mouslim, Marrakech 40160 ","HXP4+Q56, Av. Imam Mouslim, Marrakech 40160 ","Negative"
"1364","1","43","125","3","le service est très rapide mais vous devez attendre longtemps jusquà votre tour",0,"Qualité du service et relation client",3,"2024-05-27 00:00:00","fr","CIH Bank","CIH Bank av. Annakhil, imm. High Tech n°3 hay Ryad, Agdal Riyad ","av. Annakhil, imm. High Tech n°3 hay Ryad, Agdal Riyad ","Neutral"
"1365","1","69","123","1","très mauvaise gestion le service est nul",0,"Qualité du service et relation client",1,"2023-05-27 00:00:00","fr","CIH Bank","CIH Bank Boulevard Omar Al Khiam, Boulevard Atlas, Casablanca 20000 ","Boulevard Omar Al Khiam, Boulevard Atlas, Casablanca 20000 ","Negative"
"1366","1","33","88","1","système en panne tous les jours",3,"Frais bancaires et gestion des comptes",1,"2022-05-27 00:00:00","fr","CIH Bank","CIH Banque KM 3, Avenue Mohamed VI, 5 Rue du Rif, Rabat 10000 ","KM 3, Avenue Mohamed VI, 5 Rue du Rif, Rabat 10000 ","Negative"
"1367","1","40","32","1","mauvais service",0,"Qualité du service et relation client",1,"2024-09-27 00:00:00","fr","CIH Bank","CIH Bank - Agence Daoudiate شارع فلسطين, Marrakech 40000 ","شارع فلسطين, Marrakech 40000 ","Negative"
"1368","1","126","11","1","la pire banque de ma vie jai regretté de lavoir fait jai continué à pleurer et personne na répondu tous les jours jallais à la laverie et ils me disaient   vraiment untel nest pas là et untel est là et personne ne peut la remplacer  que dieu me suffise et il est le meilleur disposant des affaires",1,"Autre sujet bancaire",1,"2024-05-27 00:00:00","fr","CIH Bank","CIH BANK Av. des F.A.R, Avenue Hassan II 187, Casablanca 20000 ","Av. des F.A.R, Avenue Hassan II 187, Casablanca 20000 ","Negative"
"1369","1","31","9","2","ouverture prochaine du boucherie bilal soyer les bien venu",0,"Qualité du service et relation client",1,"2021-05-27 00:00:00","fr","CIH Bank","CIH Banque Bd Al Khansae, Rue Al Ansaria, Témara 12000 ","Bd Al Khansae, Rue Al Ansaria, Témara 12000 ","Positive"
"1370","1","3","79","1","service mrdique dslé pr le terme mais le personnel na pas dempathie je suis venu d une autre ville j ai attendu 2 heures 20 minutes oui  juste pour la queue  et en fin de compte la dame qui devrait au moins sourire il me disait ah non je ne px pas vous prendre en charge aujourdhui je vous donne rdv demain  mais vous rendez compte  heureusement que j ai contesté et elle savait quelle n a pas le droit de me dire ça hélas nimporte quoi",1,"Autre sujet bancaire",1,"2022-05-27 00:00:00","fr","CIH Bank","CIH Bank 21، 10000 Av. Tadla, Rabat 10000 ","21، 10000 Av. Tadla, Rabat 10000 ","Negative"
"1371","1","117","24","1","16000 clients soit 2 jours nas li khadamin",0,"Qualité du service et relation client",1,"2025-02-27 00:00:00","fr","CIH Bank","CIH Bank 6 Bd el Qods, Resi.ibn Yassine, Casablanca 20000 ","6 Bd el Qods, Resi.ibn Yassine, Casablanca 20000 ","Negative"
"1372","1","85","87","1","la pire banque avec le pire service cest comme sils travaillaient sans salaire si les chiens travaillaient dans cette agence ce serait mieux pour les clients",4,"Qualité du service et relation client",1,"2025-01-27 00:00:00","fr","CIH Bank","CIH banque Residence Amine, Bd Prince Moulay Abdellah, Marrakesh 40000 ","Residence Amine, Bd Prince Moulay Abdellah, Marrakesh 40000 ","Negative"
"1373","1","34","59","1","il ny a pas d agence dans cet emplacement",4,"Qualité du service et relation client",1,"2024-05-27 00:00:00","fr","CIH Bank","CIH Bank - Agence Al Izdihar Marrakech ","Marrakech ","Negative"
"1374","1","120","105","1","caissière malpolie elle croit que c est sa banque le directeur c est la cerise sur gâteau on dirait des guignols fuyer cette banque mauvaise expérience avec cette banque",3,"Frais bancaires et gestion des comptes",1,"2025-03-27 00:00:00","fr","CIH Bank","CIH X4PF+GFR, Av. Al Massira, Rabat ","X4PF+GFR, Av. Al Massira, Rabat ","Negative"
"1375","1","15","93","1","bonjour
nous sommes navrés que nous nayons pas pu répondre à vos attentes 
nous vous invitons à nous contacter sur le 4747 ou sur reclamationsclientscihbankma nous ferons le nécessaire pour vous offrir un meilleur service",2,"Qualité du service et relation client",1,"2023-05-27 00:00:00","fr","CIH Bank","CIH Imm 7, Residence Semlali, Av. Mediouna, Salé 11000 ","Imm 7, Residence Semlali, Av. Mediouna, Salé 11000 ","Negative"
"1376","1","104","85","1","des clients sans valeur est la devise de cette banque
les gens attendent toute la journée un service plus que lent
5 succursales dans toute la ville et toutes ont un employé pour le service
une file de 45 personnes en attente
même une étoile ne vaut pas le coup
il est maintenant 7h58
je suis arrivé à 7h15
parce quhier je suis arrivé à 13h00 et jai passé tout mon temps à faire la queue sans me soulager
ce qui est étrange cest que même les clients ont suivi le même problème et ont commencé à faire la queue avant le début du service",4,"Qualité du service et relation client",1,"2021-05-27 00:00:00","fr","CIH Bank","Cih Bank Marjane Residence Abbassid, Route Agouray, Meknès 50000 ","Residence Abbassid, Route Agouray, Meknès 50000 ","Negative"
"1377","10","76","97","1","service 0
je tenais à vous faire part de mon expérience récente avec votre service malheureusement je suis déçu de constater que le niveau de service était insatisfaisant et jai été particulièrement contrarié par la manière dont jai été traité par lun de vos responsables
en tant que client je mattends à un niveau élevé de professionnalisme et de courtoisie et malheureusement ce nétait pas le cas dans cette situation jespère sincèrement que des mesures seront prises pour améliorer cette situation à lavenir",4,"Qualité du service et relation client",1,"2024-05-21 00:00:00","fr","Al Barid Bank","Al Barid Bank 798M+FG5, Kénitra ","798M+FG5, Kénitra ","Negative"
"1378","1","120","105","1","mauvais service",0,"Qualité du service et relation client",1,"2024-05-27 00:00:00","fr","CIH Bank","CIH X4PF+GFR, Av. Al Massira, Rabat ","X4PF+GFR, Av. Al Massira, Rabat ","Negative"
"1379","1","88","103","1","wa service catastrophique",0,"Qualité du service et relation client",1,"2024-05-27 00:00:00","en","CIH Bank","CIH Bank Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000 ","Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000 ","Negative"
"1380","7","78","121","1","bonjour
une grande banque que ce soit en suisse ou à létranger
une institution financière de cette taille ne dispose pas dun portail de communication avec ses clients pour présenter leurs suggestions griefs et plaintes concernant les transactions de ses employés
si cela est humiliant il est humiliant de réduire la valeur des clients qui ont une part dans cette ancienne et grande institution",3,"Frais bancaires et gestion des comptes",1,"2020-05-21 00:00:00","fr","Banque Centrale Populaire (BCP)","Banque Centrale Populaire 101 Bd Mohammed Zerktouni, Casablanca 20250 ","101 Bd Mohammed Zerktouni, Casablanca 20250 ","Negative"
"1381","1","43","125","1","plusieurs réclamations pour mon pb sans solution ni retour un temps dattente fou surtt côté service clientèle jai fini par résilier mon compte",1,"Autre sujet bancaire",1,"2021-05-27 00:00:00","fr","CIH Bank","CIH Bank av. Annakhil, imm. High Tech n°3 hay Ryad, Agdal Riyad ","av. Annakhil, imm. High Tech n°3 hay Ryad, Agdal Riyad ","Negative"
"1382","1","2","2","1","agence de merde toujours le système en panne",3,"Frais bancaires et gestion des comptes",1,"2024-08-27 00:00:00","fr","CIH Bank","CIH Bank PJ25+C65، ANGLE RUE CHENGUITE ET RUE EL GHARB, Mohammedia ","PJ25+C65، ANGLE RUE CHENGUITE ET RUE EL GHARB, Mohammedia ","Negative"
"1383","1","2","2","1","le personnel à lacceuil nest pas à limage de votre banque  jeune et dynamique
a chaque passage je suis profondement décu
politique à revoir",1,"Autre sujet bancaire",2,"2022-05-27 00:00:00","fr","CIH Bank","CIH Bank PJ25+C65، ANGLE RUE CHENGUITE ET RUE EL GHARB, Mohammedia ","PJ25+C65، ANGLE RUE CHENGUITE ET RUE EL GHARB, Mohammedia ","Negative"
